task,metric,metric_label,contrast,size_variant,scope,test_subset,role,n_pairs,dropped_pairs,mean,lo,hi,p,verdict
fixture_foregone_care,auc_1se,AUC,Other - Same,equal,per-subset,2020,exploratory,10,0,-0.004506213943016879,-0.013236518793896927,0.004224090907863167,0.2729576833568145,no difference
fixture_foregone_care,auc_1se,AUC,Other - Same,equal,pooled,pooled,exploratory,20,0,-0.0023269192274323336,-0.00686359893751178,0.002209760482647113,0.29647564281301764,no difference
fixture_foregone_care,percent_error_1se,percent error,All - Same,full,per-subset,2019,exploratory,10,0,-0.010992028290216505,-0.11042637059982705,0.08844231401939404,0.8081467654476239,no difference
fixture_foregone_care,percent_error_1se,percent error,All - Same,full,per-subset,2020,exploratory,10,0,0.014384608817799016,-0.04011695997324806,0.06888617760884609,0.5651885867383386,no difference
fixture_foregone_care,percent_error_1se,percent error,All - Same,full,pooled,pooled,exploratory,20,0,0.0016962902637912558,-0.04972360407222998,0.05311618459981249,0.9456739153531633,no difference
fixture_foregone_care,percent_error_1se,percent error,All - Same,equal,per-subset,2019,exploratory,10,0,-0.016492568387130868,-0.11104377142816897,0.07805863465390724,0.7023343950769042,no difference
fixture_foregone_care,percent_error_1se,percent error,All - Same,equal,per-subset,2020,exploratory,10,0,0.05394778028709801,-0.013846887119673149,0.12174244769386917,0.1053710974648707,no difference
fixture_foregone_care,percent_error_1se,percent error,All - Same,equal,pooled,pooled,exploratory,20,0,0.018727605949983572,-0.036321892097283044,0.07377710399725018,0.4850934663770022,no difference
fixture_foregone_care,percent_error_1se,percent error,Other - Same,equal,per-subset,2019,exploratory,10,0,-0.011001080193830948,-0.12184980195402677,0.09984764156636487,0.8273779003910141,no difference
fixture_foregone_care,percent_error_1se,percent error,Other - Same,equal,per-subset,2020,exploratory,10,0,0.03237022032859027,-0.03983287596949228,0.10457331662667282,0.33698684341165414,no difference
fixture_foregone_care,percent_error_1se,percent error,Other - Same,equal,pooled,pooled,exploratory,20,0,0.010684570067379662,-0.04978614600923769,0.07115528614399702,0.7156092421435595,no difference
fixture_foregone_care,brier_1se,Brier score,All - Same,full,per-subset,2019,exploratory,10,0,-0.00040958970288872826,-0.0006934671424923501,-0.0001257122632851065,0.009777102755222271,better
fixture_foregone_care,brier_1se,Brier score,All - Same,full,per-subset,2020,exploratory,10,0,0.0001983403935158487,7.5090321266785135e-6,0.0003891717549050189,0.043222096144183736,worse
fixture_foregone_care,brier_1se,Brier score,All - Same,full,pooled,pooled,exploratory,20,0,-0.00010562465468643978,-0.0003178167341993167,0.00010656742482643716,0.3105519128943634,no difference
fixture_foregone_care,brier_1se,Brier score,All - Same,equal,per-subset,2019,exploratory,10,0,0.0001478882035755885,-0.0001941545632634683,0.0004899309704146453,0.353590132585484,no difference
fixture_foregone_care,brier_1se,Brier score,All - Same,equal,per-subset,2020,exploratory,10,0,0.00039496709180091396,0.00009572621295352794,0.0006942079706483,0.015304502222306417,worse
fixture_foregone_care,brier_1se,Brier score,All - Same,equal,pooled,pooled,exploratory,20,0,0.00027142764768825126,0.00005836747710619969,0.00048448781827030283,0.015253871040871196,worse
fixture_foregone_care,brier_1se,Brier score,Other - Same,equal,per-subset,2019,exploratory,10,0,0.00004953424763692836,-0.0003388246618063153,0.0004378931570801721,0.7794740281009499,no difference
fixture_foregone_care,brier_1se,Brier score,Other - Same,equal,per-subset,2020,exploratory,10,0,0.0008382904528167978,0.00047974266937570045,0.0011968382362578952,0.0005011223423262954,worse
fixture_foregone_care,brier_1se,Brier score,Other - Same,equal,pooled,pooled,exploratory,20,0,0.0004439123502268631,0.00013976586624191547,0.0007480588342118108,0.006518448435432474,worse
fixture_foregone_care_conservative,auc_1se,AUC,All - Same,full,per-subset,2019,exploratory,10,0,0.004066875337264309,-0.0020690739692296733,0.01020282464375829,0.1680170372514631,no difference
fixture_foregone_care_conservative,auc_1se,AUC,All - Same,full,per-subset,2020,exploratory,10,0,-0.005732450944346823,-0.01161039397838658,0.00014549208969293504,0.054787027872101816,no difference
fixture_foregone_care_conservative,auc_1se,AUC,All - Same,full,pooled,pooled,confirmatory,20,0,-0.0008327878035412573,-0.005324304550528674,0.0036587289434461593,0.7022743911001338,no difference
fixture_foregone_care_conservative,auc_1se,AUC,All - Same,equal,per-subset,2019,exploratory,10,0,-0.005562242175276233,-0.012740453964886779,0.0016159696143343127,0.11352495755680703,no difference
fixture_foregone_care_conservative,auc_1se,AUC,All - Same,equal,per-subset,2020,exploratory,10,0,-0.005103047510110736,-0.01450109451156594,0.004294999491344468,0.25047517900458477,no difference
fixture_foregone_care_conservative,auc_1se,AUC,All - Same,equal,pooled,pooled,exploratory,20,0,-0.0053326448426934845,-0.010658694561173835,-6.5951242131344345e-6,0.04974428012806022,worse
fixture_foregone_care_conservative,auc_1se,AUC,Other - Same,equal,per-subset,2019,exploratory,10,0,0.0011288115003286413,-0.0065007588895359715,0.008758381890193253,0.7455262568620963,no difference
fixture_foregone_care_conservative,auc_1se,AUC,Other - Same,equal,per-subset,2020,exploratory,10,0,-0.009768429629024434,-0.022339184185999436,0.002802324927950567,0.11263994786596043,no difference
fixture_foregone_care_conservative,auc_1se,AUC,Other - Same,equal,pooled,pooled,exploratory,20,0,-0.004319809064347896,-0.011439253953063423,0.0027996358243676306,0.21942969933817888,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,All - Same,full,per-subset,2019,exploratory,10,0,9.05190361444319e-6,-0.07859080679427052,0.07860891060149941,0.9997978183586863,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,All - Same,full,per-subset,2020,exploratory,10,0,0.014375554572524374,-0.06347055931660694,0.09222166846165569,0.6859241582480315,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,All - Same,full,pooled,pooled,exploratory,20,0,0.0071923032380694085,-0.04273912759713299,0.05712373407327181,0.7663182219249183,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,All - Same,equal,per-subset,2019,exploratory,10,0,0.03296703296703174,-0.04385478115046362,0.1097888470845271,0.35702567562891613,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,All - Same,equal,per-subset,2020,exploratory,10,0,0.028769217635601363,-0.04676369362567748,0.1043021288968802,0.4112657760350143,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,All - Same,equal,pooled,pooled,exploratory,20,0,0.03086812530131655,-0.01765302399900172,0.07938927460163482,0.1987678164436249,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,Other - Same,equal,per-subset,2019,exploratory,10,0,0.038455503859127216,-0.04025395508533794,0.11716496280359237,0.2977269169749618,no difference
fixture_foregone_care_conservative,percent_error_1se,percent error,Other - Same,equal,per-subset,2020,exploratory,10,0,-0.014383315354189463,-0.08529675992121055,0.056530129212831626,0.6572346745315675,no difference
