test_subset,train_source,fold,downsampled,is_equal_size,n_train,n_test,n_train_positive,n_test_positive,test_prevalence,C_min,C_1se,idx_min,idx_1se,auc_min,acc_min,percent_error_min,brier_min,calibration_slope_min,calibration_intercept_min,n_nonzero_min,auc_1se,acc_1se,percent_error_1se,brier_1se,calibration_slope_1se,calibration_intercept_1se,n_nonzero_1se
1,same,1,false,true,934,104,602,67,0.6442307692307693,0.06020894493336132,0.03224590545296395,41,37,0.781766841468334,0.7596153846153846,24.03846153846154,0.18157332220263134,0.8495555042474682,0.2921650864613654,64,0.7821702299314239,0.7403846153846154,25.96153846153846,0.18005258880430905,1.1396809714410145,0.14201263911489004,22
1,other,1,false,false,4543,104,2817,67,0.6442307692307693,0.0376939097538836,0.02359833466782194,38,35,0.7801532876159741,0.7211538461538461,27.884615384615387,0.18350515285281285,0.8188821573659817,0.30419628035983265,112,0.7781363453005243,0.7211538461538461,27.884615384615387,0.18225374499615282,0.8748616830038731,0.29330576933093344,79
1,other,1,true,true,930,104,578,67,0.6442307692307693,0.05150678076168122,0.0376939097538836,40,38,0.780960064542154,0.7211538461538461,27.884615384615387,0.18248722093073955,1.0859445355979678,0.23849966099584488,46,0.7862041145623234,0.7403846153846154,25.96153846153846,0.18082512167567705,1.308906712039149,0.16499392920599795,26
1,all,1,false,false,5477,104,3419,67,0.6442307692307693,0.0376939097538836,0.02018760254679039,38,34,0.7862041145623235,0.7211538461538461,27.884615384615387,0.18140382899960927,0.8268432803786332,0.2983423255515577,120,0.7781363453005243,0.7115384615384616,28.846153846153843,0.18330047778512645,0.8553102641877313,0.2958530292182796,84
1,all,1,true,true,930,104,581,67,0.6442307692307693,0.07038135554931554,0.04406236427773573,42,39,0.7821702299314239,0.7307692307692307,26.923076923076927,0.18057380411384188,0.8588776779835191,0.26931789968396974,71,0.7853973376361435,0.75,25.0,0.17917086181738476,1.0230460237206436,0.23398489689015337,41
1,same,2,false,true,934,104,602,67,0.6442307692307693,0.05150678076168122,0.02758531617629184,40,36,0.7858007260992336,0.7307692307692307,26.923076923076927,0.17948500061592,1.2819429542376504,-0.04913969803403368,52,0.7970956030657523,0.7115384615384616,28.846153846153843,0.18233111169916758,1.8643722700681977,-0.38387296305305235,17
1,other,2,false,false,4543,104,2817,67,0.6442307692307693,0.0376939097538836,0.02359833466782194,38,35,0.8067769261799113,0.7115384615384616,28.846153846153843,0.17337478945769325,1.144920602443752,-0.0657808993841029,109,0.7938684953610327,0.6923076923076923,30.76923076923077,0.17600743557993873,1.229539257830461,-0.09997185124212123,74
1,other,2,true,true,930,104,578,67,0.6442307692307693,0.07038135554931554,0.04406236427773573,42,39,0.799515933844292,0.7596153846153846,24.03846153846154,0.17272479030873422,1.1978702732447517,-0.1526088738949597,81,0.7870108914885033,0.7307692307692307,26.923076923076927,0.17957408681708265,1.4308269213407907,-0.24506896088452335,44
1,all,2,false,false,5477,104,3419,67,0.6442307692307693,0.0376939097538836,0.02018760254679039,38,34,0.7999193223073819,0.7211538461538461,27.884615384615387,0.17277944527246916,1.1305694320941753,-0.02581798262093438,128,0.7958854376764825,0.7115384615384616,28.846153846153843,0.1750705874069258,1.258166420434477,-0.09878822669899842,75
1,all,2,true,true,930,104,581,67,0.6442307692307693,0.06020894493336132,0.04406236427773573,41,39,0.7817668414683341,0.7307692307692307,26.923076923076927,0.1787234945927373,1.1096609994120743,-0.054943062987418564,59,0.782573618394514,0.7403846153846154,25.96153846153846,0.17934010952552285,1.267730879943303,-0.12244503099749497,36
