test_subset,train_source,fold,downsampled,n_train,n_test,C_min,C_1se,idx_min,idx_1se,auc_min,acc_min,auc_1se,acc_1se,r_auc,r_acc,d_auc_min,d_auc_1se
2019,same,1,false,16383,1819,0.002848035868435802,0.002848035868435802,2,2,0.9714300702969259,0.9708631115997801,0.9714300702969259,0.9708631115997801,0.963543704313811,0.978583196046129,0.007886365983114874,0.007886365983114874
2019,other,1,false,25027,1819,0.002848035868435802,0.002848035868435802,2,2,0.9741999790158431,0.9725123694337549,0.9741999790158431,0.9725123694337549,0.968557603212191,0.977484898407468,0.005642375803652122,0.005642375803652122
2019,all,1,false,41410,1819,0.002848035868435802,0.002848035868435802,2,2,0.9741475186234393,0.9758108851017042,0.9741475186234393,0.9758108851017042,0.968567898692473,0.979132344865459,0.00557961993096634,0.00557961993096634
2019,same,2,false,16381,1821,0.002848035868435802,0.002848035868435802,2,2,0.9697209924842993,0.970895112575508,0.9697209924842993,0.970895112575508,0.976938124163495,0.975288303130148,-0.007217131679195687,-0.007217131679195687
2019,other,2,false,25027,1821,0.002848035868435802,0.002848035868435802,2,2,0.9711726552043654,0.9703459637561779,0.9711726552043654,0.9703459637561779,0.976073303819618,0.973640856672158,-0.004900648615252634,-0.004900648615252634
2019,all,2,false,41408,1821,0.002848035868435802,0.002848035868435802,2,2,0.972614022444147,0.971444261394838,0.972614022444147,0.971444261394838,0.978832492535784,0.975288303130148,-0.006218470091637007,-0.006218470091637007
2019,same,3,false,16382,1820,0.002848035868435802,0.002848035868435802,2,2,0.9762174405436014,0.9752747252747253,0.9762174405436014,0.9752747252747253,0.976500566251419,0.973091707852828,-0.000283125707817633,-0.000283125707817633
2019,other,3,false,25027,1820,0.002848035868435802,0.002848035868435802,2,2,0.9781888343609748,0.9818681318681318,0.9781888343609748,0.9818681318681318,0.977761762586221,0.974190005491488,0.00042707177475376223,0.00042707177475376223
2019,all,3,false,41409,1820,0.002848035868435802,0.002848035868435802,2,2,0.9800134222557779,0.9802197802197802,0.9800134222557779,0.9802197802197802,0.978070626994752,0.974739154310818,0.0019427952610259203,0.0019427952610259203
2019,same,4,false,16382,1820,0.002848035868435802,0.002848035868435802,2,2,0.959963927687597,0.9714285714285714,0.959963927687597,0.9714285714285714,0.959549057963551,0.975837451949478,0.0004148697240459187,0.0004148697240459187
2019,other,4,false,25027,1820,0.002848035868435802,0.002848035868435802,2,2,0.9471079233253639,0.9648351648351648,0.9471079233253639,0.9648351648351648,0.957186245238344,0.975837451949478,-0.010078321912980082,-0.010078321912980082
2019,all,4,false,41409,1820,0.002848035868435802,0.002848035868435802,2,2,0.954699886749717,0.9697802197802198,0.954699886749717,0.9697802197802198,0.961505199217547,0.975288303130148,-0.006805312467830005,-0.006805312467830005
2019,same,5,false,16382,1820,0.002848035868435802,0.002848035868435802,2,2,0.9738895180571285,0.9763736263736263,0.9738895180571285,0.9763736263736263,0.962575929167096,0.971993410214168,0.011313588890032533,0.011313588890032533
2019,other,5,false,25027,1820,0.002848035868435802,0.002848035868435802,2,2,0.9742775051382073,0.9774725274725274,0.9742775051382073,0.9774725274725274,0.965602800370638,0.974739154310818,0.008674704767569374,0.008674704767569374
2019,all,5,false,41409,1820,0.002848035868435802,0.002848035868435802,2,2,0.975724592089258,0.9763736263736263,0.975724592089258,0.9763736263736263,0.965520436528366,0.970895112575508,0.010204155560891937,0.010204155560891937
2019,same,6,false,16381,1821,0.002848035868435802,0.002848035868435802,2,2,0.9781118089158859,0.9774848984074684,0.9781118089158859,0.9774848984074684,0.973890661999384,0.973091707852828,0.004221146916501883,0.004221146916501883
2019,other,6,false,25028,1821,0.002848035868435802,0.002848035868435802,2,2,0.9775764439411099,0.9730917078528282,0.9775764439411099,0.9730917078528282,0.977051374446625,0.975837451949478,0.0005250694944848311,0.0005250694944848311
2019,all,6,false,41409,1821,0.002848035868435802,0.002848035868435802,2,2,0.9779779676721918,0.9763866007688083,0.9779779676721918,0.9763866007688083,0.976938124163501,0.973091707852828,0.0010398435086907964,0.0010398435086907964
2019,same,7,false,16381,1821,0.002848035868435802,0.002848035868435802,2,2,0.9639143416040358,0.9741900054914882,0.9639143416040358,0.9741900054914882,0.970637918371631,0.97306212204508,-0.006723576767595274,-0.006723576767595274
2019,other,7,false,25028,1821,0.002848035868435802,0.002848035868435802,2,2,0.9718830433439718,0.9785831960461285,0.9718830433439718,0.9785831960461285,0.975616409610746,0.975810885101704,-0.0037333662667742296,-0.0037333662667742296
2019,all,7,false,41409,1821,0.002848035868435802,0.002848035868435802,2,2,0.9708637907958406,0.9769357495881383,0.9708637907958406,0.9769357495881383,0.975396075962648,0.975810885101704,-0.0045322851668073705,-0.0045322851668073705
2019,same,8,false,16382,1820,0.002848035868435802,0.002848035868435802,2,2,0.975894926603142,0.9730769230769231,0.975894926603142,0.9730769230769231,0.969331654600776,0.97306212204508,0.006563272002366061,0.006563272002366061
2019,other,8,false,25027,1820,0.002848035868435802,0.002848035868435802,2,2,0.9769868658253926,0.9730769230769231,0.9769868658253926,0.9730769230769231,0.967778826985628,0.97306212204508,0.00920803883976462,0.00920803883976462
2019,all,8,false,41409,1820,0.002848035868435802,0.002848035868435802,2,2,0.9780994076744784,0.9730769230769231,0.9780994076744784,0.9730769230769231,0.969478543699507,0.97306212204508,0.008620863974971416,0.008620863974971416
2019,same,9,false,16382,1820,0.002848035868435802,0.002848035868435802,2,2,0.95541591552923,0.9736263736263736,0.95541591552923,0.9736263736263736,0.967605707690695,0.975810885101704,-0.012189792161464985,-0.012189792161464985
2019,other,9,false,25027,1820,0.002848035868435802,0.002848035868435802,2,2,0.9598248776719032,0.9697802197802198,0.9598248776719032,0.9697802197802198,0.970737593117195,0.975261132490379,-0.01091271544529182,-0.01091271544529182
2019,all,9,false,41409,1820,0.002848035868435802,0.002848035868435802,2,2,0.9612979654906,0.9741758241758242,0.9612979654906,0.9741758241758242,0.973024866226002,0.976910390324354,-0.011726900735402057,-0.011726900735402057
2019,same,10,false,16382,1820,0.002848035868435802,0.002848035868435802,2,2,0.9654390934844193,0.9763736263736263,0.9654390934844193,0.9763736263736263,0.967285699297033,0.976360637713029,-0.0018466058126137552,-0.0018466058126137552
2019,other,10,false,25027,1820,0.002848035868435802,0.002848035868435802,2,2,0.965253669842905,0.9736263736263736,0.965253669842905,0.9736263736263736,0.969111320952685,0.976910390324354,-0.0038576511097800914,-0.0038576511097800914
2019,all,10,false,41409,1820,0.002848035868435802,0.002848035868435802,2,2,0.9678496008241051,0.9763736263736263,0.9678496008241051,0.9763736263736263,0.971650403945017,0.975261132490379,-0.003800803120911911,-0.003800803120911911
2020,same,1,false,25027,2781,0.002848035868435802,0.002848035868435802,2,2,0.9667263047652296,0.978784609852571,0.9667263047652296,0.978784609852571,0.965353495272925,0.974838245866283,0.0013728094923045608,0.0013728094923045608
2020,other,1,false,16383,2781,0.002848035868435802,0.002848035868435802,2,2,0.9658273695234769,0.9762675296655879,0.9658273695234769,0.9762675296655879,0.966065143882408,0.974838245866283,-0.00023777435893113097,-0.00023777435893113097
2020,all,1,false,41410,2781,0.002848035868435802,0.002848035868435802,2,2,0.9684936289055681,0.9791441927364257,0.9684936289055681,0.9791441927364257,0.967652335932646,0.975557153127247,0.0008412929729221252,0.0008412929729221252
2020,same,2,false,25027,2781,0.002848035868435802,0.002848035868435802,2,2,0.9674375458428616,0.9751887810140237,0.9674375458428616,0.9751887810140237,0.957548431634812,0.975188781014024,0.00988911420804961,0.00988911420804961
2020,other,2,false,16381,2781,0.002848035868435802,0.002848035868435802,2,2,0.9630107434094145,0.9744696152463143,0.9630107434094145,0.9744696152463143,0.953020235578376,0.97339086659475,0.009990507831038498,0.009990507831038498
2020,all,2,false,41408,2781,0.002848035868435802,0.002848035868435802,2,2,0.9667558355265996,0.9741100323624595,0.9667558355265996,0.9741100323624595,0.960555723346419,0.974469615246314,0.0062001121801805725,0.0062001121801805725
2020,same,3,false,25027,2781,0.002848035868435802,0.002848035868435802,2,2,0.9707339172455451,0.9730312837108953,0.9707339172455451,0.9730312837108953,0.969323035768208,0.974110032362459,0.0014108814773371448,0.0014108814773371448
2020,other,3,false,16382,2781,0.002848035868435802,0.002848035868435802,2,2,0.9695301376364499,0.9744696152463143,0.9695301376364499,0.9744696152463143,0.968712516719173,0.971233369291622,0.0008176209172768845,0.0008176209172768845
2020,all,3,false,41409,2781,0.002848035868435802,0.002848035868435802,2,2,0.9725158562367864,0.9741100323624595,0.9725158562367864,0.9741100323624595,0.970073780040575,0.975188781014024,0.0024420761962113957,0.0024420761962113957
