test_subset,train_source,fold,downsampled,n_train,n_test,C_min,C_1se,idx_min,idx_1se,auc_min,acc_min,auc_1se,acc_1se,r_auc,r_acc,d_auc_min,d_auc_1se
2019,same,1,false,16383,1819,0.003625117049988535,0.0014208308325339223,23,17,0.9713985940614835,0.9708631115997801,0.9711782604133878,0.9741616272677295,0.974053089917115,0.973611874656405,-0.002654495855631489,-0.0028748295037271943
2019,other,1,false,25027,1819,0.003625117049988535,0.0016608827826277166,23,18,0.97415801070192,0.9730621220450797,0.9737907879550939,0.977460142935679,0.973465533522192,0.97306212204508,0.0006924771797279794,0.00032525443290187805
2019,all,1,false,41410,1819,0.003625117049988535,0.0022695105366946685,23,20,0.9741160423879971,0.9758108851017042,0.9742314552512853,0.9758108851017042,0.975060329451262,0.97306212204508,-0.0009442870632648814,-0.0008288741999766813
2019,same,2,false,16381,1821,0.003625117049988535,0.0012154742500762859,23,16,0.9701431071759499,0.971444261394838,0.9676618964274684,0.9719934102141681,0.966884587666017,0.970895112575508,0.0032585195099328335,0.000777308761451323
2019,other,2,false,25027,1821,0.003625117049988535,0.00103979841848149,23,15,0.9714094512509008,0.9681493684788578,0.968763512817873,0.971444261394838,0.97360238855143,0.971993410214168,-0.002192937300529163,-0.004838875733557013
2019,all,2,false,41408,1821,0.003625117049988535,0.0016608827826277166,23,18,0.9727581591681251,0.971444261394838,0.9717389066199937,0.971444261394838,0.97357150211057,0.972542559033498,-0.0008133429424448391,-0.0018325954905762387
2019,same,3,false,16382,1820,0.004237587160604063,0.0014208308325339223,24,17,0.9757350782265846,0.9758241758241758,0.9763118157795394,0.9758241758241758,0.970041105658323,0.977472527472527,0.0056939725682615405,0.006270710121216383
2019,other,3,false,25027,1820,0.003625117049988535,0.0016608827826277166,23,18,0.978125917537016,0.9807692307692307,0.9777274443186108,0.9791208791208791,0.970429092739403,0.975824175824176,0.007696824797613022,0.0072983515792077736
2019,all,3,false,41409,1820,0.003625117049988535,0.0016608827826277166,23,18,0.9800553668050836,0.9802197802197802,0.979279392642926,0.9802197802197802,0.974162157627613,0.977472527472527,0.005893209177470604,0.005117235015312915
2019,same,4,false,16382,1820,0.003625117049988535,0.0012154742500762859,23,16,0.9593976762719685,0.9714285714285714,0.9605826097898578,0.971978021978022,0.954212281364038,0.971428571428571,0.005185394907930463,0.006370328425819749
2019,other,4,false,25027,1820,0.003625117049988535,0.0014208308325339223,23,17,0.9456293779623338,0.9642857142857143,0.9512918921186192,0.9692307692307692,0.95431189966864,0.972527472527472,-0.008682521706306234,-0.0030200075500208534
2019,all,4,false,41409,1820,0.003625117049988535,0.0019414919457438817,23,19,0.9541755798833941,0.9697802197802198,0.9556646113837506,0.971978021978022,0.955014470869508,0.973076923076923,-0.0008388909861138938,0.0006501405142426142
2019,same,5,false,16382,1820,0.003625117049988535,0.0014208308325339223,23,17,0.9741516714902898,0.9758241758241758,0.9733127805041735,0.9769230769230769,0.975221257497592,0.976373626373626,-0.0010695860073022256,-0.001908476993418562
2019,other,5,false,25027,1820,0.004237587160604063,0.0022695105366946685,24,20,0.9744977140220629,0.978021978021978,0.9740258378423723,0.978021978021978,0.977402374061487,0.977472527472527,-0.002904660039424134,-0.003376536219114712
2019,all,5,false,41409,1820,0.004237587160604063,0.0016608827826277166,24,18,0.9760811207583574,0.9752747252747253,0.9752002852229352,0.9774725274725274,0.978650224403339,0.975824175824176,-0.0025691036449816407,-0.003449939180403816
