test_subset,train_source,fold,downsampled,is_equal_size,n_train,n_test,n_train_positive,n_test_positive,test_prevalence,C_min,C_1se,idx_min,idx_1se,auc_min,acc_min,percent_error_min,brier_min,calibration_slope_min,calibration_intercept_min,n_nonzero_min,auc_1se,acc_1se,percent_error_1se,brier_1se,calibration_slope_1se,calibration_intercept_1se,n_nonzero_1se
1,same,1,false,true,830,208,59,15,0.07211538461538461,0.09617248711152965,0.07038135554931554,44,42,0.7955094991364422,0.9230769230769231,7.692307692307687,0.061525394335526076,0.8558779087990636,-0.3341523454007085,45,0.7848013816925734,0.9230769230769231,7.692307692307687,0.06266577452461532,0.9870237576960899,-0.020448037246153114,28
1,other,1,false,false,4037,208,254,15,0.07211538461538461,0.05150678076168122,0.03224590545296395,40,37,0.8120898100172711,0.9326923076923077,6.730769230769229,0.05742989349695679,1.1402820591521372,0.4997158355297097,63,0.8162348877374784,0.9326923076923077,6.730769230769229,0.058044026979881876,1.352166531100693,1.0415881469787662,40
1,other,1,true,true,827,208,51,15,0.07211538461538461,0.08227241341700466,0.05150678076168122,43,40,0.7772020725388601,0.9278846153846154,7.211538461538458,0.06103017635843256,1.4543374839017023,1.2958433212875524,27,0.7889464594127806,0.9278846153846154,7.211538461538458,0.06260608490472512,2.2685771664792953,3.382692458184809,9
1,all,1,false,false,4867,208,313,15,0.07211538461538461,0.04406236427773573,0.02758531617629184,39,36,0.8255613126079447,0.9326923076923077,6.730769230769229,0.05682504097493282,1.1431359188007428,0.44902014347915314,69,0.8276338514680484,0.9326923076923077,6.730769230769229,0.05735922625456043,1.351554050406986,0.974378562044759,42
1,all,1,true,true,826,208,51,15,0.07211538461538461,0.11242100350620862,0.06020894493336132,45,41,0.8252158894645941,0.9326923076923077,6.730769230769229,0.06024070073411326,1.0230317511664808,0.20112875222003845,44,0.7725388601036269,0.9278846153846154,7.211538461538458,0.06153789365640927,1.32162783472512,0.9266911202660425,16
1,same,2,false,true,830,208,59,15,0.07211538461538461,0.09617248711152965,0.06020894493336132,44,41,0.8632124352331606,0.9278846153846154,7.211538461538458,0.05681402519938014,1.2070561076208164,0.5585006688814417,41,0.8563039723661485,0.9278846153846154,7.211538461538458,0.0581359936446964,1.5683754538081547,1.3788599412659124,26
1,other,2,false,false,4040,208,255,15,0.07211538461538461,0.04406236427773573,0.02758531617629184,39,36,0.8835924006908463,0.9230769230769231,7.692307692307687,0.05634886259982346,1.4615856707906707,1.3000600930804056,58,0.8797927461139896,0.9278846153846154,7.211538461538458,0.05744188548104548,1.8170366177843953,2.1827583096403087,32
1,other,2,true,true,828,208,51,15,0.07211538461538461,0.08227241341700466,0.00047639380104013405,43,10,0.8293609671848013,0.9278846153846154,7.211538461538458,0.0606059059291633,1.4503354767586507,1.4090503453882552,26,0.5,0.9278846153846154,7.211538461538458,0.06713469408669986,0.920148986675891,-0.39130106158089745,0
1,all,2,false,false,4870,208,314,15,0.07211538461538461,0.0376939097538836,0.02359833466782194,38,35,0.8908462867012089,0.9230769230769231,7.692307692307687,0.05629902771162421,1.424733869279193,1.1370587739781757,55,0.8839378238341968,0.9278846153846154,7.211538461538458,0.056987309842701825,1.6896058133707947,1.7752405684646533,31
1,all,2,true,true,826,208,51,15,0.07211538461538461,0.11242100350620862,0.04406236427773573,45,39,0.7772020725388601,0.9278846153846154,7.211538461538458,0.060613963171089066,0.955675638579229,0.2030181455153207,36,0.7785837651122626,0.9326923076923077,6.730769230769229,0.06119316033838374,2.611885630338496,4.594311875517937,10
1,same,3,false,true,830,208,59,15,0.07211538461538461,0.09617248711152965,0.07038135554931554,44,42,0.7236614853195165,0.9326923076923077,6.730769230769229,0.06331145151054335,0.7307319150313273,-0.5212110471273294,43,0.7208981001727116,0.9326923076923077,6.730769230769229,0.06302008990010993,0.8584086932169475,-0.24819687764255827,29
