test_subset,train_source,fold,downsampled,is_equal_size,n_train,n_test,n_train_positive,n_test_positive,test_prevalence,C_min,C_1se,idx_min,idx_1se,auc_min,acc_min,percent_error_min,brier_min,calibration_slope_min,calibration_intercept_min,n_nonzero_min,auc_1se,acc_1se,percent_error_1se,brier_1se,calibration_slope_1se,calibration_intercept_1se,n_nonzero_1se
1,same,1,false,true,933,105,221,25,0.23809523809523808,0.06020894493336132,0.04406236427773573,41,39,0.6475000000000001,0.7714285714285715,22.857142857142854,0.17088505883305452,0.7232331323418535,-0.27015145880924485,54,0.6635,0.780952380952381,21.904761904761905,0.1667665505875585,0.9547400144619034,-0.029331839925080105,35
1,other,1,false,false,4543,105,941,25,0.23809523809523808,0.02758531617629184,0.02359833466782194,36,35,0.735,0.7523809523809524,24.761904761904763,0.16333041978909485,1.0988683120798342,0.3135195342486252,60,0.7320000000000001,0.7523809523809524,24.761904761904763,0.16326865626565074,1.164536596699773,0.3932178846689981,47
1,other,1,true,true,930,105,192,25,0.23809523809523808,0.07038135554931554,0.04406236427773573,42,39,0.6295000000000001,0.7619047619047619,23.809523809523814,0.17237198235802156,0.9115918371924143,0.2597694727117367,62,0.6519999999999999,0.7619047619047619,23.809523809523814,0.173960452018738,1.4992337719472733,1.0044505916592232,30
1,all,1,false,false,5476,105,1162,25,0.23809523809523808,0.02758531617629184,0.017269832906594344,36,33,0.7295,0.780952380952381,21.904761904761905,0.1614638396517126,1.0367104587725124,0.19595548090270587,74,0.732,0.7714285714285715,22.857142857142854,0.1609422557002379,1.183337442074728,0.35503076012724033,43
1,all,1,true,true,929,105,196,25,0.23809523809523808,0.05150678076168122,0.04406236427773573,40,39,0.716,0.7619047619047619,23.809523809523814,0.17018675927231863,1.010632177589787,0.19883922106607307,33,0.7184999999999999,0.7619047619047619,23.809523809523814,0.16915481164243054,1.1396931413748326,0.34716987024014473,24
1,same,2,false,true,933,105,221,25,0.23809523809523808,0.06020894493336132,0.04406236427773573,41,39,0.7695000000000001,0.7428571428571429,25.71428571428571,0.1552457874517841,1.0635624866455171,-0.07298307899520806,50,0.7517499999999999,0.7523809523809524,24.761904761904763,0.15725814999030585,1.2272564888801558,0.07915509760172051,36
1,other,2,false,false,4543,105,941,25,0.23809523809523808,0.03224590545296395,0.02018760254679039,37,34,0.7689999999999999,0.8,19.999999999999996,0.15112221204919069,1.3536086393034312,0.5550458602201503,75,0.7755000000000001,0.7714285714285715,22.857142857142854,0.152399876555165,1.5553210569873814,0.7750951566815085,50
1,other,2,true,true,930,105,192,25,0.23809523809523808,0.06020894493336132,0.0376939097538836,41,38,0.7995000000000001,0.7714285714285715,22.857142857142854,0.1481018972902423,1.5505767556376706,0.8432561472402419,40,0.753,0.7619047619047619,23.809523809523814,0.16130521675923046,1.7060647074031494,1.07086377513277,20
1,all,2,false,false,5476,105,1162,25,0.23809523809523808,0.03224590545296395,0.02018760254679039,37,34,0.774,0.780952380952381,21.904761904761905,0.1513701732069375,1.2435148974681,0.34825655707756314,83,0.7825,0.7714285714285715,22.857142857142854,0.1516420628839468,1.414512648537034,0.5244721620014264,53
1,all,2,true,true,929,105,196,25,0.23809523809523808,0.05150678076168122,0.0376939097538836,40,38,0.7499999999999999,0.7714285714285715,22.857142857142854,0.16237661087896946,1.8795574366097887,1.1875361646587987,37,0.7385,0.7619047619047619,23.809523809523814,0.1668845650384752,2.2578662962674403,1.6638552893448733,23
